2025-04-21 00:00:00,11368.98046875,107.04515075683594,12797.575481770833,106.23534275054932,False,0
2025-04-22 00:00:00,11654.830078125,107.43990325927734,12793.2526171875,106.25385917663574,False,0
2025-04-23 00:00:00,11849.25,107.75569915771484,12790.106217447918,106.27161777496337,False,0
2025-04-24 00:00:00,12089.3095703125,108.32807922363281,12788.536614583334,106.29243293762207,False,0
2025-04-25 00:00:00,12178.490234375,108.3774185180664,12787.798151041667,106.31427375793457,False,0
2025-04-28 00:00:00,12186.51953125,108.75242614746094,12785.717682291666,106.33701599121093,False,0
2025-04-29 00:00:00,12257.26953125,108.93992614746094,12784.269876302084,106.35913776397705,False,0
2025-04-30 00:00:00,12276.3896484375,109.06822204589844,12782.715071614582,106.38107334136963,False,0
2025-05-01 00:00:00,12353.8701171875,108.69635009765625,12781.466940104166,106.4014903640747,False,0
2025-05-02 00:00:00,12536.2001953125,108.131103515625,12781.58947265625,106.41747459411621,False,0
2025-05-05 00:00:00,12456.83984375,108.02201843261719,12780.840872395833,106.43271862030029,False,0
2025-05-06 00:00:00,12361.16015625,108.34927368164062,12779.55673828125,106.45076736450196,False,0
2025-05-07 00:00:00,12414.98046875,108.4583511352539,12778.26947265625,106.47062740325927,False,0
2025-05-08 00:00:00,12487.0,108.07160186767578,12778.243671875,106.48918647766114,False,0
2025-05-09 00:00:00,12480.3095703125,108.1707763671875,12778.15673828125,106.50853351593018,False,0
2025-05-12 00:00:00,12888.1298828125,107.3278579711914,12780.92833984375,106.52522384643555,True,15
2025-05-13 00:00:00,12981.8896484375,107.58567810058594,12783.561536458334,106.54193759918213,True,14
2025-05-14 00:00:00,12995.7802734375,107.47660064697266,12787.090670572916,106.5564506149292,True,13
2025-05-15 00:00:00,13052.7197265625,107.78401184082031,12790.193802083333,106.57196514129639,True,12
2025-05-16 00:00:00,13145.8798828125,107.97242736816406,12793.318600260416,106.58803230285645,True,11
2025-05-19 00:00:00,13159.3095703125,107.98234558105469,12796.695065104166,106.60127666473389,True,10
2025-05-20 00:00:00,13108.51953125,107.82368469238281,12799.221731770833,106.6130303955078,True,9
2025-05-21 00:00:00,12897.419921875,107.23859405517578,12799.686998697916,106.61932304382324,True,8
2025-05-22 00:00:00,12891.9501953125,107.55593872070312,12800.7593359375,106.62569080352783,True,7
2025-05-23 00:00:00,12806.240234375,107.65509796142578,12800.862005208333,106.63562637329102,True,6
2025-05-27 00:00:00,13069.3203125,107.96251678466797,12802.732272135416,106.64870822906494,True,5
2025-05-28 00:00:00,12996.669921875,107.714599609375,12803.774739583334,106.66103813171387,True,4
2025-05-29 00:00:00,13049.009765625,108.02201843261719,12805.318873697917,106.67353977203369,True,3
2025-05-30 00:00:00,13049.1298828125,108.37901306152344,12806.90400390625,106.68641227722168,True,2
2025-06-02 00:00:00,13104.240234375,108.01416015625,12809.64013671875,106.69633903503419,True,1
2025-06-03 00:00:00,13180.4501953125,107.91474914550781,12812.702805989584,106.70606117248535,True,0
2025-06-04 00:00:00,13181.9697265625,108.33228302001953,12815.800338541667,106.71899257659912,True,0
2025-06-05 00:00:00,13113.4697265625,108.01416015625,12818.215338541666,106.73052837371826,True,0
2025-06-06 00:00:00,13249.8095703125,107.43755340576172,12821.4020703125,106.73883979797364,True,0
2025-06-09 00:00:00,13263.1298828125,107.58667755126953,12824.95806640625,106.74580013275147,True,0
2025-06-10 00:00:00,13336.2900390625,107.6363754272461,12830.575065104167,106.75183868408203,True,0
2025-06-11 00:00:00,13299.8701171875,107.81532287597656,12835.60486328125,106.7604298400879,True,0
2025-06-12 00:00:00,13350.849609375,108.12351989746094,12841.205657552084,106.76773372650146,True,0
2025-06-13 00:00:00,13202.259765625,107.96444702148438,12844.791920572916,106.77419361114502,True,0
2025-06-16 00:00:00,13328.4296875,107.81532287597656,12847.083248697916,106.77990787506104,True,0
2025-06-17 00:00:00,13217.51953125,108.38198852539062,12847.98984375,106.78850410461426,True,0
2025-06-18 00:00:00,13213.8798828125,108.4615249633789,12848.525911458333,106.79822944641113,True,0
2025-06-20 00:00:00,13185.83984375,108.6504135131836,12848.79017578125,106.8106058883667,True,0
2025-06-23 00:00:00,13312.75,108.73988342285156,12850.148841145834,106.82235668182373,True,0
